Timestamp,Roll,Roll_PID,Pitch,Pitch_PID,Motor_FL,Motor_FR,Motor_RL,Motor_RR,ROLL_P,ROLL_I,ROLL_D
22:55.2,100,0,25.00-0.16,-188354.28,1.05,110.16,0,1023,0,1023,
22:55.2,100,0,25.00-0.16,-18.83,1.01,102.09,83,120,0,0,
22:55.2,100,0,25.00-0.15,-19.89,0.97,100.04,80,119,0,0,
22:55.2,100,0,25.00-0.14,-17.95,0.93,94.68,76,112,0,0,
22:55.2,100,0,25.00-0.14,-17.57,0.89,92.07,74,109,0,0,
22:55.2,100,0,25.00-0.13,-16.73,0.86,83.86,67,100,0,0,
22:55.2,100,0,25.00-0.12,-17.69,0.82,84.89,67,102,0,0,
22:55.2,100,0,25.00-0.12,-15.85,0.79,79.2,63,95,0,0,
22:55.2,100,0,25.00-0.11,-15.18,0.76,76.98,61,92,0,0,
22:55.3,100,0,25.00-0.11,-14.28,0.73,73.53,59,87,0,0,
22:55.3,100,0,25.00-0.10,-13.79,0.7,70.21,56,83,0,0,
22:55.3,100,0,25.00-0.10,-13.38,0.68,65.47,52,78,0,0,
22:55.3,100,0,25.00-0.09,-13.47,0.65,65.97,52,79,0,0,
22:55.3,100,0,25.00-0.09,-12.61,0.63,62.63,50,75,0,0,
22:55.3,100,0,25.00-0.09,-13.3,0.6,60.99,47,74,0,0,
22:55.3,100,0,25.00-0.08,-12.14,0.58,55.92,43,68,0,0,
22:55.3,100,0,25.00-0.08,-12.14,0.56,55.04,42,67,0,0,
22:55.3,100,0,25.00-0.07,-11.86,0.54,50.07,38,61,0,0,
22:55.3,100,0,25.00-0.07,-10.34,0.52,48.71,38,59,0,0,
22:55.3,100,0,25.00-0.07,-9.64,0.5,46.77,37,56,0,0,
22:55.3,100,0,25.00-0.06,-10.49,0.48,47.44,36,57,0,0,
22:55.3,100,0,25.00-0.06,-9.45,0.46,43.84,34,53,0,0,
22:55.3,100,0,25.00-0.06,-9.03,0.44,42.55,33,51,0,0,
22:55.3,100,0,25.00-0.05,-9.38,0.43,39.77,30,49,0,0,
22:55.3,100,0,25.00-0.05,-8.38,0.41,39.07,30,47,0,0,
22:55.3,100,0,25.00-0.05,-8.81,0.39,36.12,27,44,0,0,
22:55.3,100,0,25.00-0.05,-7.37,0.38,35.38,28,42,0,0,
22:55.3,100,0,25.00-0.04,-7.69,0.36,33.27,25,40,0,0,
22:55.3,100,0,25.00-0.04,-7.98,0.35,33.43,25,41,0,0,
22:55.4,100,0,25.00-0.04,-6.22,0.34,30.53,24,36,0,0,
22:55.4,100,0,25.00-0.04,-6.72,0.33,29.6,22,36,0,0,
22:55.4,100,0,25.00-0.04,-6.16,0.31,28.47,22,34,0,0,
22:55.4,100,0,25.00-0.03,-6.39,0.3,25.72,19,32,0,0,
22:55.4,100,0,25.00-0.03,-6.58,0.29,27.53,20,34,0,0,
22:55.4,100,0,25.00-0.03,-5.36,0.28,25.4,20,30,0,0,
22:55.4,100,0,25.00-0.03,-5.87,0.27,23.35,17,29,0,0,
22:55.4,100,0,25.00-0.03,-6.08,0.26,22.48,16,28,0,0,
22:55.4,100,0,25.00-0.02,-6.15,0.25,21.77,15,27,0,0,
22:55.4,100,0,25.00-0.02,-5.61,0.24,20.37,14,25,0,0,
22:55.4,100,0,25.00-0.02,-5.18,0.23,19.66,14,24,0,0,
22:55.4,100,0,25.00-0.02,-4.92,0.23,19.03,14,23,0,0,
22:55.4,100,0,25.00-0.02,-5.19,0.22,18.21,13,23,0,0,
22:55.4,100,0,25.00-0.02,-4.54,0.21,17.91,13,22,0,0,
22:55.4,100,0,25.00-0.02,-5.17,0.2,16.13,10,21,0,0,
22:55.4,100,0,25.00-0.01,-3.82,0.2,15.16,11,18,0,0,
22:55.4,100,0,25.00-0.01,-5.09,0.19,14.45,9,19,0,0,
22:55.4,100,0,25.00-0.01,-3.38,0.18,12.83,9,16,0,0,
22:55.4,100,0,25.00-0.01,-5.32,0.18,13.23,7,18,0,0,
22:55.4,100,0,25.00-0.01,-4.49,0.17,12.64,8,17,0,0,
22:55.5,100,0,25.00-0.01,-3.48,0.16,11.71,8,15,0,0,
22:55.5,100,0,25.00-0.01,-4.06,0.16,11.88,7,15,0,0,
22:55.5,100,0,25.00-0.01,-4.43,0.15,11.14,6,15,0,0,
22:55.5,100,0,25.00-0.01,-3.6,0.15,10.46,6,14,0,0,
22:55.5,100,0,25.00-0.01,-4.18,0.14,10.58,6,14,0,0,
22:55.5,100,0,25.00-0.00,-4.33,0.14,10.99,6,15,0,0,
22:55.5,100,0,25.00-0.00,-3.28,0.13,9,5,12,0,0,
22:55.5,100,0,25.00-0.00,-4.01,0.13,8.83,4,12,0,0,
22:55.5,100,0,25.00-0.00,-2.57,0.13,6.48,3,9,0,0,
22:55.5,100,0,25.00-0.00,-4.16,0.12,7.84,3,12,0,0,
22:55.5,100,0,25.00-0.00,-3.03,0.12,5.93,2,8,0,0,
22:55.5,100,0,25.00-0.00,-3.94,0.11,7.33,3,11,0,0,
22:55.5,100,0,25.000.00,-2.14,0.11,7.36,5,9,0,0,
22:55.5,100,0,25.000.00,-2.94,0.11,7.47,4,10,0,0,
22:55.5,100,0,25.000.00,-2.63,0.1,5.5,2,8,0,0,
22:55.5,100,0,25.000.00,-2.04,0.1,5.68,3,7,0,0,
22:55.5,100,0,25.000.00,-3.49,0.1,5.08,1,8,0,0,
22:55.5,100,0,25.000.00,-2.34,0.09,4.95,2,7,0,0,
22:55.5,100,0,25.000.00,-3,0.09,4.15,1,7,0,0,
22:55.6,100,0,25.000.00,-2.69,0.09,4.87,2,7,0,0,
22:55.6,100,0,25.000.00,-3.49,0.09,2.69,0,6,0,0,
22:55.6,100,0,25.000.00,-2.21,0.08,3.43,1,5,0,0,
22:55.6,100,0,25.000.01,-2.26,0.08,2.86,0,5,0,0,
22:55.6,100,0,25.000.01,-2.45,0.08,2.93,0,5,0,0,
22:55.6,100,0,25.000.01,-2.95,0.08,3.57,0,6,0,0,
22:55.6,100,0,25.000.01,-2.34,0.08,2.58,0,4,0,0,
22:55.6,100,0,25.000.01,-3.05,0.07,1.92,0,4,0,1,
22:55.6,100,0,25.000.01,-3.06,0.07,2.29,0,5,0,0,
22:55.6,100,0,25.000.01,-1.84,0.07,2.42,0,4,0,0,
22:55.6,100,0,25.000.01,-1.62,0.07,2.1,0,3,0,0,
22:55.6,100,0,25.000.01,-3.74,0.07,2,0,5,0,1,
22:55.6,100,0,25.000.01,-1.57,0.07,1.12,0,2,0,0,
22:55.6,100,0,25.000.01,-1.57,0.06,1.13,0,2,0,0,
22:55.6,100,0,25.000.01,-1.47,0.06,0.69,0,2,0,0,
22:55.6,100,0,25.000.01,-2,0.06,0.28,0,2,0,1,
22:55.6,100,0,25.000.01,-2.91,0.06,1.28,0,4,0,1,
22:55.6,100,0,25.000.01,-1.52,0.06,1.06,0,2,0,0,
22:55.6,100,0,25.000.01,-1.7,0.06,0.23,0,1,0,1,
22:55.6,100,0,25.000.01,-3.26,0.06,1.14,0,4,0,2,
22:55.7,100,0,25.000.01,-0.31,0.05,0.14,0,0,0,0,
22:55.7,100,0,25.000.01,-1.78,0.05,-0.37,0,1,0,2,
22:55.7,100,0,25.000.01,-2.1,0.05,0.96,0,3,0,1,
22:55.7,100,0,25.000.01,-2.29,0.05,-0.2,0,2,0,2,
22:55.7,100,0,25.000.01,-2.39,0.05,0.63,0,3,0,1,
22:55.7,100,0,25.000.01,-1.72,0.05,0.88,0,2,0,0,
22:55.7,100,0,25.000.01,-2.18,0.05,0.3,0,2,0,1,
22:55.7,100,0,25.000.01,-1.32,0.05,-1.29,0,0,0,2,
22:55.7,100,0,25.000.01,-1.96,0.05,0.46,0,2,0,1,
22:55.7,100,0,25.000.01,-0.79,0.05,-0.28,0,0,0,1,
22:55.7,100,0,25.000.01,-1.75,0.04,-1.03,0,0,0,2,
22:55.7,100,0,25.000.01,-1.69,0.04,-0.38,0,1,0,2,
22:55.7,100,0,25.000.01,-1.85,0.04,-0.6,0,1,0,2,
22:55.7,100,0,25.000.01,-1.8,0.04,-0.41,0,1,0,2,
22:55.7,100,0,25.000.01,-1.34,0.04,-1.05,0,0,0,2,
22:55.7,100,0,25.000.01,-2.66,0.04,-1.17,0,1,0,3,
22:55.7,100,0,25.000.01,-2.3,0.04,-1.15,0,1,0,3,
22:55.7,100,0,25.000.01,-1.67,0.04,-2.43,0,0,0,4,
22:55.7,100,0,25.000.01,-1.81,0.04,-1,0,0,0,2,
22:55.7,100,0,25.000.01,-0.9,0.04,-0.72,0,0,0,1,
22:55.8,100,0,25.000.01,-2.2,0.04,-0.1,0,2,0,2,
22:55.8,100,0,25.000.01,-1.85,0.04,-1.34,0,0,0,3,
22:55.8,100,0,25.000.01,-1.61,0.04,-0.88,0,0,0,2,
22:55.8,100,0,25.000.01,-2.51,0.04,-0.69,0,1,0,3,
22:55.8,100,0,25.000.01,-1.76,0.04,-1.51,0,0,0,3,
22:55.8,100,0,25.000.01,-2.1,0.04,-1.99,0,0,0,4,
22:55.8,100,0,25.000.01,-2.32,0.04,-1.78,0,0,0,4,
22:55.8,100,0,25.000.01,-0.92,0.04,-2.3,0,0,1,3,
22:55.8,100,0,25.000.01,-1.48,0.03,-1.63,0,0,0,3,
22:55.8,100,0,25.000.01,-1.52,0.03,-1.4,0,0,0,2,
22:55.8,100,0,25.000.01,-1.82,0.03,-2.06,0,0,0,3,
22:55.8,100,0,25.000.01,-1.74,0.03,-2.35,0,0,0,4,
22:55.8,100,0,25.000.01,-2.28,0.03,-2.57,0,0,0,4,
22:55.8,100,0,25.000.01,-1.56,0.03,-2.22,0,0,0,3,
22:55.8,100,0,25.000.01,-1.73,0.03,-2.28,0,0,0,4,
22:55.8,100,0,25.000.01,-2.02,0.03,-1.74,0,0,0,3,
22:55.8,100,0,25.000.01,-1.72,0.03,-0.57,0,1,0,2,
22:55.8,100,0,25.000.01,-2.23,0.03,-1.77,0,0,0,3,
22:55.8,100,0,25.000.01,-1.86,0.03,-1.98,0,0,0,3,
22:55.8,100,0,25.000.01,-2.21,0.03,-1.72,0,0,0,3,
22:55.9,100,0,25.000.01,-1.56,0.03,-2.62,0,0,1,4,
22:55.9,100,0,25.000.01,-1.06,0.03,-2.3,0,0,1,3,
22:55.9,100,0,25.000.01,0.01,0.03,-0.98,0,0,0,0,
22:55.9,100,0,25.000.01,-1.13,0.03,-1.21,0,0,0,2,
22:55.9,100,0,25.000.01,-2.89,0.03,-1.76,0,1,0,4,
22:55.9,100,0,25.000.01,-0.83,0.03,-3.09,0,0,2,3,
22:55.9,100,0,25.000.01,-0.92,0.03,-1.46,0,0,0,2,
22:55.9,100,0,25.000.01,-1.07,0.03,-1.16,0,0,0,2,
22:55.9,100,0,25.000.01,-1.1,0.03,-2.61,0,0,1,3,
22:55.9,100,0,25.000.01,-1.34,0.03,-2.5,0,0,1,3,
22:55.9,100,0,25.000.01,-1.12,0.03,-3.18,0,0,2,4,
22:55.9,100,0,25.000.01,-2.78,0.03,-2.5,0,0,0,5,
22:55.9,100,0,25.000.01,-1.13,0.03,-2.67,0,0,1,3,
22:55.9,100,0,25.000.01,-0.82,0.03,-2.94,0,0,2,3,
22:55.9,100,0,25.000.01,0.06,0.03,-1.45,0,0,1,1,
22:55.9,100,0,25.000.01,-0.62,0.03,-2.28,0,0,1,2,
22:55.9,100,0,25.000.01,-2.46,0.03,-2.07,0,0,0,4,
22:55.9,100,0,25.000.01,-2.51,0.03,-2.05,0,0,0,4,
22:55.9,100,0,25.000.01,-1.89,0.03,-1.45,0,0,0,3,
22:55.9,100,0,25.000.01,-2.41,0.03,-3.44,0,0,1,5,
22:56.0,100,0,25.000.01,-0.96,0.03,-3.29,0,0,2,4,
22:56.0,100,0,25.000.01,-1.84,0.03,-1.44,0,0,0,3,
22:56.0,100,0,25.000.01,-0.59,0.03,-1.11,0,0,0,1,
22:56.0,100,0,25.000.01,-2.15,0.03,-2.99,0,0,0,5,
22:56.0,100,0,25.000.01,-1.27,0.03,-3.27,0,0,2,4,
22:56.0,100,0,25.000.01,-1.42,0.03,-1.99,0,0,0,3,
22:56.0,100,0,25.000.01,-2.19,0.03,-2.07,0,0,0,4,
22:56.0,100,0,25.000.01,-0.78,0.03,-2.65,0,0,1,3,
22:56.0,100,0,25.000.01,-1.41,0.03,-2.39,0,0,0,3,
22:56.0,100,0,25.000.01,-2.08,0.03,-1.81,0,0,0,3,
22:56.0,100,0,25.000.01,-0.85,0.03,-1.06,0,0,0,1,
22:56.0,100,0,25.000.01,-1.86,0.03,-2.39,0,0,0,4,
22:56.0,100,0,25.000.01,-0.84,0.03,-2.92,0,0,2,3,
22:56.0,100,0,25.000.01,-0.98,0.03,-2.25,0,0,1,3,
22:56.0,100,0,25.000.01,-1.29,0.03,-1.61,0,0,0,2,
22:56.0,100,0,25.000.01,-1.41,0.03,-2.6,0,0,1,4,
22:56.0,100,0,25.000.01,-0.29,0.03,-2.18,0,0,1,2,
22:56.0,100,0,25.000.01,-1.6,0.03,-2.05,0,0,0,3,
22:56.0,100,0,25.000.01,-2.02,0.03,-3.22,0,0,1,5,
22:56.0,100,0,25.000.01,-1.06,0.03,-3.48,0,0,2,4,
22:56.1,100,0,25.000.01,-1.85,0.03,-3.17,0,0,1,5,
22:56.1,100,0,25.000.01,-1.64,0.03,-3.12,0,0,1,4,
22:56.1,100,0,25.000.01,-2.36,0.03,-2.97,0,0,0,5,
22:56.1,100,0,25.000.01,-2.22,0.03,-2.79,0,0,0,5,
22:56.1,100,0,25.000.01,-0.67,0.03,-2.14,0,0,1,2,
22:56.1,100,0,25.000.01,-1.07,0.03,-2.31,0,0,1,3,
22:56.1,100,0,25.000.01,-1.02,0.03,-2.61,0,0,1,3,
22:56.1,100,0,25.000.01,-2,0.03,-2.43,0,0,0,4,
22:56.1,100,0,25.000.01,-1.79,0.03,-1.66,0,0,0,3,
22:56.1,100,0,25.000.01,-1.93,0.03,-1.34,0,0,0,3,
22:56.1,100,0,25.000.01,-2.23,0.03,-2.02,0,0,0,4,
22:56.1,100,0,25.000.01,-1.98,0.03,-2.27,0,0,0,4,
22:56.1,100,0,25.000.01,-2,0.03,-1.27,0,0,0,3,
22:56.1,100,0,25.000.01,-0.53,0.03,-2.9,0,0,2,3,
22:56.1,100,0,25.000.01,-2.27,0.03,-2.33,0,0,0,4,
22:56.1,100,0,25.000.01,-0.84,0.03,-2.72,0,0,1,3,
22:56.1,100,0,25.000.01,-2.04,0.03,-2.98,0,0,0,5,
22:56.1,100,0,25.000.01,-0.53,0.03,-2.04,0,0,1,2,
22:56.1,100,0,25.000.01,-0.73,0.03,-2.32,0,0,1,3,
22:56.1,100,0,25.000.01,-1.11,0.03,-1.96,258,261,262,265,
22:56.2,100,0,25.000.01,-0.27,0.03,-3.37,258,258,265,265,
22:56.2,100,0,25.000.01,-1.25,0.03,-2.27,258,260,263,265,
22:56.2,100,0,25.000.01,-3.24,0.03,-1.88,256,263,260,267,
22:56.2,100,0,25.000.01,-3.21,0.03,-2.19,256,263,260,267,
22:56.2,100,0,25.000.01,-2,0.03,-2.67,257,261,262,266,
22:56.2,100,0,25.000.02,-2.8,0.03,-3.43,263,269,270,276,
22:56.2,100,0,25.000.02,-1.71,0.03,-3.59,264,268,271,275,
22:56.2,100,0,25.000.02,-0.48,0.03,-2.77,266,267,272,273,
22:56.2,100,0,25.000.02,-2.66,0.03,-2.92,264,269,270,275,
22:56.2,100,0,25.000.02,-0.51,0.03,-2.65,266,267,272,273,
22:56.2,100,0,25.000.02,-1.47,0.03,-2.77,265,268,271,274,
22:56.2,100,0,25.000.01,-0.79,0.03,-2.25,274,276,279,281,
22:56.2,100,0,25.000.01,-1.06,0.03,-2.41,274,276,279,281,
22:56.2,100,0,25.000.01,-1.87,0.03,-2.93,273,276,279,282,
22:56.2,100,0,25.000.01,-1.76,0.03,-3.41,272,276,279,283,
22:56.2,100,0,25.000.01,-1.53,0.03,-2.89,273,276,279,282,
22:56.2,100,0,25.000.01,0.37,0.03,-3.21,275,274,281,280,
22:56.2,100,0,25.000.01,-1.27,0.03,-2.29,274,276,279,281,
22:56.2,100,0,25.000.01,-0.98,0.03,-2.89,274,276,279,281,
22:56.2,100,0,25.000.01,-1.59,0.03,-2.71,280,283,286,289,
22:56.3,100,0,25.000.01,-1.86,0.03,-1.67,281,285,284,288,
22:56.3,100,0,25.000.01,-0.66,0.03,-2.95,281,282,287,288,
22:56.3,100,0,25.000.01,-1.06,0.03,-2.89,281,283,286,288,
22:56.3,100,0,25.000.01,-0.94,0.03,-2.5,281,283,286,288,
22:56.3,100,0,25.000.01,-1.98,0.03,-2.88,280,284,285,289,
22:56.3,100,0,25.000.01,-1.35,0.03,-1.81,289,292,293,296,
22:56.3,100,0,25.000.01,-1.49,0.03,-3.89,287,290,295,298,
22:56.3,100,0,25.000.01,-0.5,0.03,-2.69,289,290,295,296,
22:56.3,100,0,25.000.01,-0.9,0.03,-3.24,288,290,295,297,
22:56.3,100,0,25.000.01,-0.89,0.03,-2.47,289,291,294,296,
22:56.3,100,0,25.000.01,-1.24,0.03,-1.85,289,292,293,296,
22:56.3,100,0,25.000.01,-1.62,0.03,-2.67,296,299,302,305,
22:56.3,100,0,25.000.01,-1.07,0.03,-2.15,297,299,302,304,
22:56.3,100,0,25.000.01,-2.75,0.03,-2.58,295,301,300,306,
22:56.3,100,0,25.000.01,-2.07,0.03,-2.44,296,300,301,305,
22:56.3,100,0,25.000.01,-1.35,0.03,-2.36,297,299,302,304,
22:56.3,100,0,25.000.01,-0.32,0.03,-2.38,298,298,303,303,
22:56.3,100,0,25.000.01,-1.31,0.03,-2.3,297,300,301,304,
22:56.3,100,0,25.000.01,-1.23,0.03,-2.67,297,299,302,304,
22:56.3,100,0,25.000.01,-0.05,0.03,-2.96,304,305,310,311,
22:56.4,100,0,25.000.01,-1.3,0.03,-2.74,303,306,309,312,
22:56.4,100,0,25.000.01,-2.34,0.03,-2.4,303,307,308,312,
22:56.4,100,0,25.000.01,-2.05,0.03,-2.04,303,308,307,312,
22:56.4,100,0,25.000.01,-2.28,0.03,-1.56,304,308,307,311,
22:56.4,100,0,25.000.01,-1.64,0.03,-2.95,303,306,309,312,
22:56.4,100,0,25.000.01,-0.64,0.03,-2.34,313,314,317,318,
22:56.4,100,0,25.000.01,-0.73,0.03,-2.85,312,313,318,319,
22:56.4,100,0,25.000.01,-1.93,0.03,-1.48,312,316,315,319,
22:56.4,100,0,25.000.01,-1.83,0.03,-2.6,311,315,316,320,
22:56.4,100,0,25.000.01,-1.77,0.03,-2.38,311,315,316,320,
22:56.4,100,0,25.000.01,-0.97,0.03,-2.03,312,314,317,319,
22:56.4,100,0,25.000.01,-1.38,0.03,-1.56,321,323,324,326,
22:56.4,100,0,25.000.01,-1.6,0.03,-2.99,319,322,325,328,
22:56.4,100,0,25.000.01,-1.15,0.03,-2.49,320,322,325,327,
22:56.4,100,0,25.000.01,-0.61,0.03,-2.06,321,322,325,326,
22:56.4,100,0,25.000.01,-0.23,0.03,-2.21,321,322,325,326,
22:56.4,100,0,25.000.01,-1.84,0.03,-2.32,319,323,324,328,
22:56.4,100,0,25.000.01,-0.73,0.03,-4.14,319,320,327,328,
22:56.4,100,0,25.000.01,-1.69,0.03,-2.34,319,323,324,328,
22:56.4,100,0,25.000.01,-1.13,0.03,-3.83,326,328,333,335,
22:56.5,100,0,25.000.01,-0.3,0.03,-2.28,328,329,332,333,
22:56.5,100,0,25.000.01,-1.4,0.03,-2.96,326,329,332,335,
22:56.5,100,0,25.000.01,-1.02,0.03,-3.49,326,328,333,335,
22:56.5,100,0,25.000.01,-1.59,0.03,-2.32,327,330,331,334,
22:56.5,100,0,25.000.01,-2.18,0.03,-2.76,334,338,339,343,
22:56.5,100,0,25.000.01,-1.83,0.03,-1.81,335,339,338,342,
22:56.5,100,0,25.000.01,-1.6,0.03,-1.62,335,338,339,342,
22:56.5,100,0,25.000.01,-2.32,0.03,-1.56,335,339,338,342,
22:56.5,100,0,25.000.01,-1.14,0.03,-2.47,335,337,340,342,
22:56.5,100,0,25.000.01,-1.63,0.03,-2.57,334,338,339,343,
22:56.5,100,0,25.000.01,-1.54,0.03,-2.23,343,346,347,350,
22:56.5,100,0,25.000.01,-0.73,0.03,-2.74,343,344,349,350,
22:56.5,100,0,25.000.01,-1.81,0.03,-2.43,342,346,347,351,
22:56.5,100,0,25.000.01,-0.89,0.03,-2.66,343,345,348,350,
22:56.5,100,0,25.000.01,-2.24,0.03,-2.48,342,346,347,351,
22:56.5,100,0,25.000.01,-1.15,0.03,-2.98,342,345,348,351,
22:56.5,100,0,25.000.01,-1.91,0.03,-2.87,349,353,354,358,
22:56.5,100,0,25.000.01,-1.79,0.03,-2.66,349,353,354,358,
22:56.5,100,0,25.000.01,-1.34,0.03,-3.28,349,352,355,358,
22:56.5,100,0,25.000.01,-1.81,0.03,-3.16,349,352,355,358,
22:56.6,100,0,25.000.01,-1.23,0.03,-2.73,350,352,355,357,
22:56.6,100,0,25.000.01,-1.85,0.03,-1.61,350,354,353,357,
22:56.6,100,0,25.000.01,-0.14,0.03,-2.3,351,351,356,356,
22:56.6,100,0,25.000.01,-1.73,0.03,-2.82,349,352,355,358,
22:56.6,100,0,25.000.01,-1.13,0.03,-2.69,358,360,363,365,
22:56.6,100,0,25.000.01,-1.58,0.03,-2.75,357,360,363,366,
22:56.6,100,0,25.000.01,-1.36,0.03,-2.78,357,360,363,366,
22:56.6,100,0,25.000.01,-2.11,0.03,-2.55,357,361,362,366,
22:56.6,100,0,25.000.01,-1.58,0.03,-2.83,357,360,363,366,
22:56.6,100,0,25.000.01,-2.07,0.03,-2.85,357,361,362,366,
22:56.6,100,0,25.000.01,-0.77,0.03,-3.94,365,366,373,374,
22:56.6,100,0,25.000.01,-2.93,0.03,-2.08,364,370,369,375,
22:56.6,100,0,25.000.01,-2.15,0.03,-2.52,365,369,370,374,
22:56.6,100,0,25.000.01,-1.66,0.03,-3.1,365,368,371,374,
22:56.6,100,0,25.000.01,-1.84,0.03,-1.99,366,369,370,373,
22:56.6,100,0,25.000.01,-1.73,0.03,-2.63,365,369,370,374,
22:56.6,100,0,25.000.01,-1.58,0.03,-2.79,372,375,378,381,
22:56.6,100,0,25.000.01,-2.12,0.03,-2,372,377,376,381,
22:56.6,100,0,25.000.01,-1.1,0.03,-2.7,373,375,378,380,
22:56.6,100,0,25.000.01,-1.25,0.03,-2.69,373,375,378,380,
22:56.7,100,0,25.000.01,-1.33,0.03,-2.6,373,375,378,380,
22:56.7,100,0,25.000.01,-1.65,0.03,-2.58,372,376,377,381,
22:56.7,100,0,25.000.01,-2.06,0.03,-2.76,372,376,377,381,
22:56.7,100,0,25.000.01,-0.71,0.03,-2.22,374,375,378,379,
22:56.7,100,0,25.000.01,-0.83,0.03,-2.05,382,383,386,387,
22:56.7,100,0,25.000.01,-0.9,0.03,-2.78,381,383,386,388,
22:56.7,100,0,25.000.01,-1.87,0.03,-1.42,381,385,384,388,
22:56.7,100,0,25.000.01,-1.63,0.03,-3.12,380,383,386,389,
22:56.7,100,0,25.000.01,-1.85,0.03,-2.68,380,384,385,389,
22:56.7,100,0,25.000.01,-1.11,0.03,-3.7,380,382,387,389,
22:56.7,100,0,25.000.01,-1.54,0.03,-2.11,389,392,393,396,
22:56.7,100,0,25.000.01,-1.2,0.03,-2.59,389,391,394,396,
22:56.7,100,0,25.000.01,-1.07,0.03,-2.85,389,391,394,396,
22:56.7,100,0,25.000.01,-1,0.03,-2.41,389,391,394,396,
22:56.7,100,0,25.000.01,-1.43,0.03,-2.24,389,392,393,396,
22:56.7,100,0,25.000.01,-1.52,0.03,-2.48,388,392,393,397,
22:56.7,100,0,25.000.01,-1.87,0.03,-1.85,396,400,399,403,
22:56.7,100,0,25.000.01,-1.55,0.03,-3.43,395,398,401,404,
22:56.7,100,0,25.000.01,-2.52,0.03,-1.98,395,400,399,404,
22:56.7,100,0,25.000.01,-1.95,0.03,-1.67,396,400,399,403,
22:56.8,100,0,25.000.01,-1.33,0.03,-2.32,396,399,400,403,
22:56.8,100,0,25.000.01,-1.16,0.03,-1.89,396,399,400,403,
22:56.8,100,0,25.000.01,-0.55,0.03,-3.76,395,396,403,404,
22:56.8,100,0,25.000.01,-2.26,0.03,-1.51,396,400,399,403,
22:56.8,100,0,25.000.01,-1.76,0.03,-2.8,403,406,409,412,
22:56.8,100,0,25.000.01,-1.2,0.03,-2.73,404,406,409,411,
22:56.8,100,0,25.000.01,-0.23,0.03,-2.25,405,405,410,410,
22:56.8,100,0,25.000.01,-2.07,0.03,-2.93,403,407,408,412,
22:56.8,100,0,25.000.01,-2.37,0.03,-2.13,403,408,407,412,
22:56.8,100,0,25.000.01,-2.15,0.03,-3.15,402,406,409,413,
22:56.8,100,0,25.000.02,-2.06,0.03,-3.83,410,414,417,421,
22:56.8,100,0,25.000.02,-1.79,0.03,-2.65,411,415,416,420,
22:56.8,100,0,25.000.01,-0.72,0.03,-3.15,412,413,418,419,
22:56.8,100,0,25.000.02,-1.95,0.03,-3.51,410,414,417,421,
22:56.8,100,0,25.000.02,-1.33,0.03,-3.02,411,414,417,420,
22:56.8,100,0,25.000.02,-2.1,0.03,-1.94,411,416,415,420,
22:56.8,100,0,25.000.02,-1.5,0.03,-3.2,418,421,424,427,
22:56.8,100,0,25.000.02,-1.11,0.03,-2.25,419,421,424,426,
22:56.8,100,0,25.000.02,-1.53,0.03,-2.17,419,422,423,426,
22:56.9,100,0,25.000.01,-1.22,0.03,-1.36,420,422,423,425,
22:56.9,100,0,25.000.01,-0.81,0.03,-2.89,419,420,425,426,
22:56.9,100,0,25.000.01,-1.48,0.03,-2.16,419,422,423,426,
22:56.9,100,0,25.000.02,-2.51,0.03,-2.92,417,422,423,428,
22:56.9,100,0,25.000.02,-2,0.03,-3.12,417,421,424,428,
22:56.9,100,0,25.000.02,-3.16,0.03,-2.23,425,431,430,436,
22:56.9,100,0,25.000.02,-2.6,0.03,-2.66,425,430,431,436,
22:56.9,100,0,25.000.02,-1.34,0.03,-2.51,427,429,432,434,
22:56.9,100,0,25.000.02,-2.1,0.03,-2.71,426,430,431,435,
22:56.9,100,0,25.000.02,-2.07,0.03,-2.92,426,430,431,435,
22:56.9,100,0,25.000.02,-1.11,0.03,-2.4,427,429,432,434,
22:56.9,100,0,25.000.02,-1.85,0.03,-2.57,434,438,439,443,
22:56.9,100,0,25.000.02,-1.82,0.03,-2.29,434,438,439,443,
22:56.9,100,0,25.000.02,-0.72,0.03,-3.25,435,436,441,442,
22:56.9,100,0,25.000.02,-1.14,0.03,-2.54,435,437,440,442,
22:56.9,100,0,25.000.02,-1.71,0.03,-2.79,434,437,440,443,
22:56.9,100,0,25.000.02,-2.61,0.03,-2.77,433,438,439,444,
22:56.9,100,0,25.000.02,-1.05,0.03,-3.34,442,444,449,451,
22:56.9,100,0,25.000.02,-1.48,0.03,-2.12,443,446,447,450,
22:56.9,100,0,25.000.02,-1.22,0.03,-3.21,442,445,448,451,
22:57.0,100,0,25.000.02,-0.91,0.03,-2.82,443,445,448,450,
22:57.0,100,0,25.000.02,-0.66,0.03,-1.8,444,445,448,449,
22:57.0,100,0,25.000.02,-1.23,0.03,-2.95,442,445,448,451,
22:57.0,100,0,25.000.02,-2.16,0.03,-2.15,442,447,446,451,
22:57.0,100,0,25.000.02,-0.88,0.03,-2.1,444,445,448,449,
22:57.0,100,0,25.000.02,-0.96,0.03,-1.79,451,453,454,456,
22:57.0,100,0,25.000.02,-1.44,0.03,-3.13,449,452,455,458,
22:57.0,100,0,25.000.02,-1.33,0.03,-3.07,449,452,455,458,
22:57.0,100,0,25.000.01,-0.35,0.03,-3.7,449,450,457,458,
